,Unnamed: 0,userName,score,at,content,sentiment_label,lower_content,clean_content,tokenized,stemmed,removed_stopwords,replace_slang,final
400,400,Egar Rivaldy,1,2024-02-05 14:18:04,"Mau bikin skck aja ribet bgt, mending seperti dulu datang isi data diri di tempat tunggu deh",0,"mau bikin skck aja ribet bgt, mending seperti dulu datang isi data diri di tempat tunggu deh",mau bikin skck aja ribet bgt  mending seperti dulu datang isi data diri di tempat tunggu deh,"['mau', 'bikin', 'skck', 'aja', 'ribet', 'bgt', 'mending', 'seperti', 'dulu', 'datang', 'isi', 'data', 'diri', 'di', 'tempat', 'tunggu', 'deh']","['mau', 'bikin', 'skck', 'aja', 'ribet', 'bgt', 'mending', 'seperti', 'dulu', 'datang', 'isi', 'data', 'diri', 'di', 'tempat', 'tunggu', 'deh']","['bikin', 'aja', 'ribet', 'bgt', 'mending', 'isi', 'data', 'tunggu']","['bikin', 'saja', 'sulit', 'banget', 'mending', 'isi', 'data', 'tunggu']",bikin saja sulit banget mending isi data tunggu
401,401,Sahrul Ramadan,1,2024-02-05 12:22:42,Lemot apk nya ribet bat sumpah mending offline pak pol gimana sih ah memperlambat pekerjaaan,0,lemot apk nya ribet bat sumpah mending offline pak pol gimana sih ah memperlambat pekerjaaan,lemot apk nya ribet bat sumpah mending offline pak pol gimana sih ah memperlambat pekerjaaan,"['lemot', 'apk', 'nya', 'ribet', 'bat', 'sumpah', 'mending', 'offline', 'pak', 'pol', 'gimana', 'sih', 'ah', 'memperlambat', 'pekerjaaan']","['lemot', 'apk', 'nya', 'ribet', 'bat', 'sumpah', 'mending', 'offline', 'pak', 'pol', 'gimana', 'sih', 'ah', 'lambat', 'pekerjaaan']","['lemot', 'apk', 'ribet', 'bat', 'sumpah', 'mending', 'offline', 'pol', 'gimana', 'ah', 'lambat', 'pekerjaaan']","['lambat', 'aplikasi', 'sulit', 'banget', 'sumpah', 'mending', 'offline', 'pol', 'bagaimana', 'ah', 'lambat', 'pekerjaaan']",lambat aplikasi sulit banget sumpah mending offline pol bagaimana ah lambat pekerjaaan
402,402,Fadhil Fawwaz,1,2024-02-05 10:51:34,"Ngga bisa foto ktp ini... Aplikasi ini ngambil fotonya sangat cepat, yang kelihatan cuma gambar putih doang. Gimana sih, tolong benerin lagi lahh, di optimalkan aplikasinya, ui/ux nya juga jelek",0,"ngga bisa foto ktp ini... aplikasi ini ngambil fotonya sangat cepat, yang kelihatan cuma gambar putih doang. gimana sih, tolong benerin lagi lahh, di optimalkan aplikasinya, ui/ux nya juga jelek",ngga bisa foto ktp ini    aplikasi ini ngambil fotonya sangat cepat  yang kelihatan cuma gambar putih doang  gimana sih  tolong benerin lagi lahh  di optimalkan aplikasinya  ui ux nya juga jelek,"['ngga', 'bisa', 'foto', 'ktp', 'ini', 'aplikasi', 'ini', 'ngambil', 'fotonya', 'sangat', 'cepat', 'yang', 'kelihatan', 'cuma', 'gambar', 'putih', 'doang', 'gimana', 'sih', 'tolong', 'benerin', 'lagi', 'lahh', 'di', 'optimalkan', 'aplikasinya', 'ui', 'ux', 'nya', 'juga', 'jelek']","['ngga', 'bisa', 'foto', 'ktp', 'ini', 'aplikasi', 'ini', 'ngambil', 'foto', 'sangat', 'cepat', 'yang', 'lihat', 'cuma', 'gambar', 'putih', 'doang', 'gimana', 'sih', 'tolong', 'benerin', 'lagi', 'lahh', 'di', 'optimal', 'aplikasi', 'ui', 'ux', 'nya', 'juga', 'jelek']","['ngga', 'foto', 'aplikasi', 'ngambil', 'foto', 'cepat', 'lihat', 'gambar', 'putih', 'doang', 'gimana', 'tolong', 'benerin', 'lahh', 'optimal', 'aplikasi', 'ui', 'ux', 'jelek']","['tidak', 'foto', 'aplikasi', 'ambil', 'foto', 'cepat', 'lihat', 'gambar', 'putih', 'doang', 'bagaimana', 'tolong', 'perbaiki', 'lah', 'optimal', 'aplikasi', 'ui', 'ux', 'jelek']",tidak foto aplikasi ambil foto cepat lihat gambar putih doang bagaimana tolong perbaiki lah optimal aplikasi ui ux jelek
403,403,Boby Piero,1,2024-02-05 10:46:40,Aplikasi lemot bufringnya kelamaan .mending ganti aplikasi atau d perbaiki.masalah signal melulu padahal d aplikasi lain gacor....mending kalo blm siap online jgn pake aplikasi ..offline lebih enak,0,aplikasi lemot bufringnya kelamaan .mending ganti aplikasi atau d perbaiki.masalah signal melulu padahal d aplikasi lain gacor....mending kalo blm siap online jgn pake aplikasi ..offline lebih enak,aplikasi lemot bufringnya kelamaan  mending ganti aplikasi atau d perbaiki masalah signal melulu padahal d aplikasi lain gacor    mending kalo blm siap online jgn pake aplikasi   offline lebih enak,"['aplikasi', 'lemot', 'bufringnya', 'kelamaan', 'mending', 'ganti', 'aplikasi', 'atau', 'd', 'perbaiki', 'masalah', 'signal', 'melulu', 'padahal', 'd', 'aplikasi', 'lain', 'gacor', 'mending', 'kalo', 'blm', 'siap', 'online', 'jgn', 'pake', 'aplikasi', 'offline', 'lebih', 'enak']","['aplikasi', 'lemot', 'bufringnya', 'lama', 'mending', 'ganti', 'aplikasi', 'atau', 'd', 'baik', 'masalah', 'signal', 'melulu', 'padahal', 'd', 'aplikasi', 'lain', 'gacor', 'mending', 'kalo', 'blm', 'siap', 'online', 'jgn', 'pake', 'aplikasi', 'offline', 'lebih', 'enak']","['aplikasi', 'lemot', 'bufringnya', 'mending', 'ganti', 'aplikasi', 'signal', 'melulu', 'aplikasi', 'gacor', 'mending', 'kalo', 'blm', 'online', 'jgn', 'pake', 'aplikasi', 'offline', 'enak']","['aplikasi', 'lambat', 'bufringnya', 'mending', 'ganti', 'aplikasi', 'signal', 'melulu', 'aplikasi', 'bagus', 'mending', 'kalau', 'belum', 'online', 'jangan', 'pakai', 'aplikasi', 'offline', 'enak']",aplikasi lambat bufringnya mending ganti aplikasi signal melulu aplikasi bagus mending kalau belum online jangan pakai aplikasi offline enak
404,404,Maulana 18,1,2024-02-05 10:34:38,Aplikasi susah buat di buka slalu stuck di logo aja....slalu gangguan padahal saya nonton ytb lancar tapi buka APK presisi stuck di logo,0,aplikasi susah buat di buka slalu stuck di logo aja....slalu gangguan padahal saya nonton ytb lancar tapi buka apk presisi stuck di logo,aplikasi susah buat di buka slalu stuck di logo aja    slalu gangguan padahal saya nonton ytb lancar tapi buka apk presisi stuck di logo,"['aplikasi', 'susah', 'buat', 'di', 'buka', 'slalu', 'stuck', 'di', 'logo', 'aja', 'slalu', 'gangguan', 'padahal', 'saya', 'nonton', 'ytb', 'lancar', 'tapi', 'buka', 'apk', 'presisi', 'stuck', 'di', 'logo']","['aplikasi', 'susah', 'buat', 'di', 'buka', 'slalu', 'stuck', 'di', 'logo', 'aja', 'slalu', 'ganggu', 'padahal', 'saya', 'nonton', 'ytb', 'lancar', 'tapi', 'buka', 'apk', 'presisi', 'stuck', 'di', 'logo']","['aplikasi', 'susah', 'buka', 'slalu', 'stuck', 'logo', 'aja', 'slalu', 'ganggu', 'nonton', 'lancar', 'buka', 'apk', 'stuck', 'logo']","['aplikasi', 'sulit', 'buka', 'selalu', 'stuck', 'logo', 'saja', 'selalu', 'ganggu', 'menonton', 'lancar', 'buka', 'aplikasi', 'stuck', 'logo']",aplikasi sulit buka selalu stuck logo saja selalu ganggu menonton lancar buka aplikasi stuck logo
405,405,rama triyanaap,2,2024-02-05 10:05:58,"Mohon ditambah untuk proses pengiriman perpanjang SIM online, untuk wilayah kec paseh kab bandung dan kec sumur bandung kota bandung belum ada, terimakasih",2,"mohon ditambah untuk proses pengiriman perpanjang sim online, untuk wilayah kec paseh kab bandung dan kec sumur bandung kota bandung belum ada, terimakasih",mohon ditambah untuk proses pengiriman perpanjang sim online  untuk wilayah kec paseh kab bandung dan kec sumur bandung kota bandung belum ada  terimakasih,"['mohon', 'ditambah', 'untuk', 'proses', 'pengiriman', 'perpanjang', 'sim', 'online', 'untuk', 'wilayah', 'kec', 'paseh', 'kab', 'bandung', 'dan', 'kec', 'sumur', 'bandung', 'kota', 'bandung', 'belum', 'ada', 'terimakasih']","['mohon', 'tambah', 'untuk', 'proses', 'kirim', 'panjang', 'sim', 'online', 'untuk', 'wilayah', 'kec', 'paseh', 'kab', 'bandung', 'dan', 'kec', 'sumur', 'bandung', 'kota', 'bandung', 'belum', 'ada', 'terimakasih']","['mohon', 'proses', 'kirim', 'online', 'wilayah', 'kec', 'paseh', 'kab', 'kec', 'sumur', 'terimakasih']","['mohon', 'proses', 'kirim', 'online', 'wilayah', 'kec', 'paseh', 'kab', 'kec', 'sumur', 'terima kasih']",mohon proses kirim online wilayah kec paseh kab kec sumur terima kasih
406,406,Bagas Novianto,1,2024-02-05 09:57:05,Servernya lemot dan verifikasi yg untuk pendaftaran susah,0,servernya lemot dan verifikasi yg untuk pendaftaran susah,servernya lemot dan verifikasi yg untuk pendaftaran susah,"['servernya', 'lemot', 'dan', 'verifikasi', 'yg', 'untuk', 'pendaftaran', 'susah']","['servernya', 'lemot', 'dan', 'verifikasi', 'yg', 'untuk', 'daftar', 'susah']","['servernya', 'lemot', 'verifikasi', 'yg', 'daftar', 'susah']","['servernya', 'lambat', 'verifikasi', 'yang', 'daftar', 'sulit']",servernya lambat verifikasi yang daftar sulit
407,407,Dinul Mubaraq,5,2024-02-05 09:48:33,Aplikasi terbaik layanan mudah dan bagus,1,aplikasi terbaik layanan mudah dan bagus,aplikasi terbaik layanan mudah dan bagus,"['aplikasi', 'terbaik', 'layanan', 'mudah', 'dan', 'bagus']","['aplikasi', 'baik', 'layan', 'mudah', 'dan', 'bagus']","['aplikasi', 'layan', 'mudah', 'bagus']","['aplikasi', 'layan', 'mudah', 'bagus']",aplikasi layan mudah bagus
408,408,Mohamad Muslim,2,2024-02-05 07:16:35,Tertulis bisa membuat skck lewat polsek pembayaran non tunai di polsek tapi pas dateng ke polsek malah di tolak karna belum bisa lewat online harus offline,2,tertulis bisa membuat skck lewat polsek pembayaran non tunai di polsek tapi pas dateng ke polsek malah di tolak karna belum bisa lewat online harus offline,tertulis bisa membuat skck lewat polsek pembayaran non tunai di polsek tapi pas dateng ke polsek malah di tolak karna belum bisa lewat online harus offline,"['tertulis', 'bisa', 'membuat', 'skck', 'lewat', 'polsek', 'pembayaran', 'non', 'tunai', 'di', 'polsek', 'tapi', 'pas', 'dateng', 'ke', 'polsek', 'malah', 'di', 'tolak', 'karna', 'belum', 'bisa', 'lewat', 'online', 'harus', 'offline']","['tulis', 'bisa', 'buat', 'skck', 'lewat', 'polsek', 'bayar', 'non', 'tunai', 'di', 'polsek', 'tapi', 'pas', 'dateng', 'ke', 'polsek', 'malah', 'di', 'tolak', 'karna', 'belum', 'bisa', 'lewat', 'online', 'harus', 'offline']","['tulis', 'bayar', 'non', 'tunai', 'pas', 'dateng', 'tolak', 'karna', 'online', 'offline']","['tulis', 'bayar', 'non', 'tunai', 'pas', 'datang', 'tolak', 'karena', 'online', 'offline']",tulis bayar non tunai pas datang tolak karena online offline
409,409,Ramadhan Syahrul,1,2024-02-05 04:49:11,"Kenapa susah kali pengurusan online, mempersulit rakyat aja kzl awak .. kenapa ga seperti sistem lama aja biar cepat, awak butuh cepat harus ini itu dulu kek asu",0,"kenapa susah kali pengurusan online, mempersulit rakyat aja kzl awak .. kenapa ga seperti sistem lama aja biar cepat, awak butuh cepat harus ini itu dulu kek asu",kenapa susah kali pengurusan online  mempersulit rakyat aja kzl awak    kenapa ga seperti sistem lama aja biar cepat  awak butuh cepat harus ini itu dulu kek asu,"['kenapa', 'susah', 'kali', 'pengurusan', 'online', 'mempersulit', 'rakyat', 'aja', 'kzl', 'awak', 'kenapa', 'ga', 'seperti', 'sistem', 'lama', 'aja', 'biar', 'cepat', 'awak', 'butuh', 'cepat', 'harus', 'ini', 'itu', 'dulu', 'kek', 'asu']","['kenapa', 'susah', 'kali', 'urus', 'online', 'sulit', 'rakyat', 'aja', 'kzl', 'awak', 'kenapa', 'ga', 'seperti', 'sistem', 'lama', 'aja', 'biar', 'cepat', 'awak', 'butuh', 'cepat', 'harus', 'ini', 'itu', 'dulu', 'kek', 'asu']","['susah', 'kali', 'urus', 'online', 'sulit', 'rakyat', 'aja', 'kzl', 'ga', 'sistem', 'aja', 'biar', 'cepat', 'butuh', 'cepat', 'kek']","['sulit', 'kali', 'urus', 'online', 'sulit', 'rakyat', 'saja', 'kzl', 'tidak', 'sistem', 'saja', 'biar', 'cepat', 'butuh', 'cepat', 'seperti']",sulit kali urus online sulit rakyat saja kzl tidak sistem saja biar cepat butuh cepat seperti
410,410,Rezie Sukma,1,2024-02-05 04:38:24,Aplikasi jelek. 1 jam daftar masuk akun. Tiap tahap terlalu lama. Sampai ketikan ini di buat belum juga selesai buat akun karena loading ya terlalu lama,0,aplikasi jelek. 1 jam daftar masuk akun. tiap tahap terlalu lama. sampai ketikan ini di buat belum juga selesai buat akun karena loading ya terlalu lama,aplikasi jelek    jam daftar masuk akun  tiap tahap terlalu lama  sampai ketikan ini di buat belum juga selesai buat akun karena loading ya terlalu lama,"['aplikasi', 'jelek', 'jam', 'daftar', 'masuk', 'akun', 'tiap', 'tahap', 'terlalu', 'lama', 'sampai', 'ketikan', 'ini', 'di', 'buat', 'belum', 'juga', 'selesai', 'buat', 'akun', 'karena', 'loading', 'ya', 'terlalu', 'lama']","['aplikasi', 'jelek', 'jam', 'daftar', 'masuk', 'akun', 'tiap', 'tahap', 'terlalu', 'lama', 'sampai', 'keti', 'ini', 'di', 'buat', 'belum', 'juga', 'selesai', 'buat', 'akun', 'karena', 'loading', 'ya', 'terlalu', 'lama']","['aplikasi', 'jelek', 'daftar', 'masuk', 'akun', 'tahap', 'keti', 'selesai', 'akun', 'loading', 'ya']","['aplikasi', 'jelek', 'daftar', 'masuk', 'akun', 'tahap', 'keti', 'selesai', 'akun', 'lambat', 'ya']",aplikasi jelek daftar masuk akun tahap keti selesai akun lambat ya
411,411,VR • Bumblebee,1,2024-02-05 02:54:00,"Bagus sih, cuma menurutku yg seharusnya simple,mudah di akses dmna aja malah bikin repot aja karna ga ada keteranganya kalau sedang dalam proses apa, contoh klo perpanjang SIM yg seharusnya mencontoh di app digital Korlantas tahapanya jdi tau klo sedang d proses peninjauan data dll. Dan menurut gw harusnya sih ya klo online itu lebih cepat d banding yg offline, karna data dll kan pasti sudah ada, masak cross check data aja butuh waktu 1 bulan😮‍💨, dn smpe skrng SIM gw entah nyangkut dmna dah🤦",2,"bagus sih, cuma menurutku yg seharusnya simple,mudah di akses dmna aja malah bikin repot aja karna ga ada keteranganya kalau sedang dalam proses apa, contoh klo perpanjang sim yg seharusnya mencontoh di app digital korlantas tahapanya jdi tau klo sedang d proses peninjauan data dll. dan menurut gw harusnya sih ya klo online itu lebih cepat d banding yg offline, karna data dll kan pasti sudah ada, masak cross check data aja butuh waktu 1 bulan😮‍💨, dn smpe skrng sim gw entah nyangkut dmna dah🤦",bagus sih  cuma menurutku yg seharusnya simple mudah di akses dmna aja malah bikin repot aja karna ga ada keteranganya kalau sedang dalam proses apa  contoh klo perpanjang sim yg seharusnya mencontoh di app digital korlantas tahapanya jdi tau klo sedang d proses peninjauan data dll  dan menurut gw harusnya sih ya klo online itu lebih cepat d banding yg offline  karna data dll kan pasti sudah ada  masak cross check data aja butuh waktu   bulan     dn smpe skrng sim gw entah nyangkut dmna dah ,"['bagus', 'sih', 'cuma', 'menurutku', 'yg', 'seharusnya', 'simple', 'mudah', 'di', 'akses', 'dmna', 'aja', 'malah', 'bikin', 'repot', 'aja', 'karna', 'ga', 'ada', 'keteranganya', 'kalau', 'sedang', 'dalam', 'proses', 'apa', 'contoh', 'klo', 'perpanjang', 'sim', 'yg', 'seharusnya', 'mencontoh', 'di', 'app', 'digital', 'korlantas', 'tahapanya', 'jdi', 'tau', 'klo', 'sedang', 'd', 'proses', 'peninjauan', 'data', 'dll', 'dan', 'menurut', 'gw', 'harusnya', 'sih', 'ya', 'klo', 'online', 'itu', 'lebih', 'cepat', 'd', 'banding', 'yg', 'offline', 'karna', 'data', 'dll', 'kan', 'pasti', 'sudah', 'ada', 'masak', 'cross', 'check', 'data', 'aja', 'butuh', 'waktu', 'bulan', 'dn', 'smpe', 'skrng', 'sim', 'gw', 'entah', 'nyangkut', 'dmna', 'dah']","['bagus', 'sih', 'cuma', 'turut', 'yg', 'harus', 'simple', 'mudah', 'di', 'akses', 'dmna', 'aja', 'malah', 'bikin', 'repot', 'aja', 'karna', 'ga', 'ada', 'keteranganya', 'kalau', 'sedang', 'dalam', 'proses', 'apa', 'contoh', 'klo', 'panjang', 'sim', 'yg', 'harus', 'contoh', 'di', 'app', 'digital', 'korlantas', 'tahapanya', 'jdi', 'tau', 'klo', 'sedang', 'd', 'proses', 'tinjau', 'data', 'dll', 'dan', 'turut', 'gw', 'harus', 'sih', 'ya', 'klo', 'online', 'itu', 'lebih', 'cepat', 'd', 'banding', 'yg', 'offline', 'karna', 'data', 'dll', 'kan', 'pasti', 'sudah', 'ada', 'masak', 'cross', 'check', 'data', 'aja', 'butuh', 'waktu', 'bulan', 'dn', 'smpe', 'skrng', 'sim', 'gw', 'entah', 'nyangkut', 'dmna', 'dah']","['bagus', 'yg', 'simple', 'mudah', 'akses', 'dmna', 'aja', 'bikin', 'repot', 'aja', 'karna', 'ga', 'keteranganya', 'proses', 'contoh', 'klo', 'yg', 'contoh', 'app', 'digital', 'tahapanya', 'jdi', 'tau', 'klo', 'proses', 'tinjau', 'data', 'ya', 'klo', 'online', 'cepat', 'banding', 'yg', 'offline', 'karna', 'data', 'masak', 'cross', 'check', 'data', 'aja', 'butuh', 'dn', 'smpe', 'skrng', 'nyangkut', 'dmna', 'dah']","['bagus', 'yang', 'mudah', 'mudah', 'akses', 'dimana', 'saja', 'bikin', 'sulit', 'saja', 'karena', 'tidak', 'keteranganya', 'proses', 'contoh', 'kalau', 'yang', 'contoh', 'apa', 'digital', 'tahapanya', 'jadi', 'tau', 'kalau', 'proses', 'tinjau', 'data', 'ya', 'kalau', 'online', 'cepat', 'banding', 'yang', 'offline', 'karena', 'data', 'masak', 'cros', 'check', 'data', 'saja', 'butuh', 'dan', 'sampai', 'sekarang', 'nyangkut', 'dimana', 'deh']",bagus yang mudah mudah akses dimana saja bikin sulit saja karena tidak keteranganya proses contoh kalau yang contoh apa digital tahapanya jadi tau kalau proses tinjau data ya kalau online cepat banding yang offline karena data masak cros check data saja butuh dan sampai sekarang nyangkut dimana deh
412,412,Agung prsty,1,2024-02-05 02:49:17,Ada versi aplikasinya malah tambah susah Jaringan buat yg lain lancar buat masuk aplikasi inialah muter2 doang Parahh,0,ada versi aplikasinya malah tambah susah jaringan buat yg lain lancar buat masuk aplikasi inialah muter2 doang parahh,ada versi aplikasinya malah tambah susah jaringan buat yg lain lancar buat masuk aplikasi inialah muter  doang parahh,"['ada', 'versi', 'aplikasinya', 'malah', 'tambah', 'susah', 'jaringan', 'buat', 'yg', 'lain', 'lancar', 'buat', 'masuk', 'aplikasi', 'inialah', 'muter', 'doang', 'parahh']","['ada', 'versi', 'aplikasi', 'malah', 'tambah', 'susah', 'jaring', 'buat', 'yg', 'lain', 'lancar', 'buat', 'masuk', 'aplikasi', 'inialah', 'muter', 'doang', 'parahh']","['versi', 'aplikasi', 'susah', 'jaring', 'yg', 'lancar', 'masuk', 'aplikasi', 'inialah', 'muter', 'doang', 'parahh']","['versi', 'aplikasi', 'sulit', 'jaring', 'yang', 'lancar', 'masuk', 'aplikasi', 'inialah', 'lambat', 'doang', 'parah']",versi aplikasi sulit jaring yang lancar masuk aplikasi inialah lambat doang parah
413,413,Verdiyansyah Aditya,1,2024-02-05 02:34:23,"Saya mau mengecek pengaduan laporan saya di aplikasi ini, eh ternyata masih gangguan lah masih tahap pengembangan aplikasi lah, sampai kapan seperti ini? Niat engga sih developer kepolisian membuat aplikasi, saya ini kena penipuan barang laptop sampai HP, foto pelaku sudah ada identitas pelaku sudah ada, tapi perkembangan kasus masih stuck di pihak berwajib, dari aplikasi inilah saya ingin melihat sejauh mana proses laporan pengaduan saya!",0,"saya mau mengecek pengaduan laporan saya di aplikasi ini, eh ternyata masih gangguan lah masih tahap pengembangan aplikasi lah, sampai kapan seperti ini? niat engga sih developer kepolisian membuat aplikasi, saya ini kena penipuan barang laptop sampai hp, foto pelaku sudah ada identitas pelaku sudah ada, tapi perkembangan kasus masih stuck di pihak berwajib, dari aplikasi inilah saya ingin melihat sejauh mana proses laporan pengaduan saya!",saya mau mengecek pengaduan laporan saya di aplikasi ini  eh ternyata masih gangguan lah masih tahap pengembangan aplikasi lah  sampai kapan seperti ini  niat engga sih developer kepolisian membuat aplikasi  saya ini kena penipuan barang laptop sampai hp  foto pelaku sudah ada identitas pelaku sudah ada  tapi perkembangan kasus masih stuck di pihak berwajib  dari aplikasi inilah saya ingin melihat sejauh mana proses laporan pengaduan saya ,"['saya', 'mau', 'mengecek', 'pengaduan', 'laporan', 'saya', 'di', 'aplikasi', 'ini', 'eh', 'ternyata', 'masih', 'gangguan', 'lah', 'masih', 'tahap', 'pengembangan', 'aplikasi', 'lah', 'sampai', 'kapan', 'seperti', 'ini', 'niat', 'engga', 'sih', 'developer', 'kepolisian', 'membuat', 'aplikasi', 'saya', 'ini', 'kena', 'penipuan', 'barang', 'laptop', 'sampai', 'hp', 'foto', 'pelaku', 'sudah', 'ada', 'identitas', 'pelaku', 'sudah', 'ada', 'tapi', 'perkembangan', 'kasus', 'masih', 'stuck', 'di', 'pihak', 'berwajib', 'dari', 'aplikasi', 'inilah', 'saya', 'ingin', 'melihat', 'sejauh', 'mana', 'proses', 'laporan', 'pengaduan', 'saya']","['saya', 'mau', 'ecek', 'adu', 'lapor', 'saya', 'di', 'aplikasi', 'ini', 'eh', 'nyata', 'masih', 'ganggu', 'lah', 'masih', 'tahap', 'kembang', 'aplikasi', 'lah', 'sampai', 'kapan', 'seperti', 'ini', 'niat', 'engga', 'sih', 'developer', 'polisi', 'buat', 'aplikasi', 'saya', 'ini', 'kena', 'tipu', 'barang', 'laptop', 'sampai', 'hp', 'foto', 'laku', 'sudah', 'ada', 'identitas', 'laku', 'sudah', 'ada', 'tapi', 'kembang', 'kasus', 'masih', 'stuck', 'di', 'pihak', 'wajib', 'dari', 'aplikasi', 'ini', 'saya', 'ingin', 'lihat', 'jauh', 'mana', 'proses', 'lapor', 'adu', 'saya']","['ecek', 'adu', 'lapor', 'aplikasi', 'eh', 'nyata', 'ganggu', 'tahap', 'kembang', 'aplikasi', 'niat', 'engga', 'developer', 'aplikasi', 'kena', 'tipu', 'barang', 'laptop', 'hp', 'foto', 'laku', 'identitas', 'laku', 'kembang', 'stuck', 'wajib', 'aplikasi', 'lihat', 'proses', 'lapor', 'adu']","['ecek', 'adu', 'lapor', 'aplikasi', 'eh', 'nyata', 'ganggu', 'tahap', 'kembang', 'aplikasi', 'niat', 'tidak', 'developer', 'aplikasi', 'kena', 'tipu', 'barang', 'laptop', 'handphone', 'foto', 'laku', 'identitas', 'laku', 'kembang', 'stuck', 'wajib', 'aplikasi', 'lihat', 'proses', 'lapor', 'adu']",ecek adu lapor aplikasi eh nyata ganggu tahap kembang aplikasi niat tidak developer aplikasi kena tipu barang laptop handphone foto laku identitas laku kembang stuck wajib aplikasi lihat proses lapor adu
