,userName,score,at,content
465,mariska salsabila,1,2024-02-02 06:39:10,Lama mau daftar aja susah persulit aja terus
466,Farhan Firdaus,1,2024-02-02 05:41:42,lama banget nerima code verifikasi nya
467,Hafiz Ilham,1,2024-02-02 05:36:21,"Bukan memudahkan tp bikin ruwet .nunggu otp az sampe 4jam ,sampe bnyak yg mengeluh gara2 otp lama"
468,Deden Praja,1,2024-02-02 05:36:08,"Bagaimana mau menggunakan. Daftar saja tidak bisa. Email konfirmasi tidak masuk masuk. Kenapa ya aplikasi instansi pemerintah hampir semua seperti ini. Jelek dan susah di gunakan, selalu saja ngebug."
469,Andris Andris,4,2024-02-02 04:57:22,Saya mau coba dulu aplikasi ini..kalau bagus saya tambah LG bintangnya
470,arief barca,1,2024-02-02 04:56:40,"B1 karena gak bisa daftar buat login, nanti kalo sudah bisa baru kasih B5."
471,Adinda Tiara,1,2024-02-02 04:49:50,Ihh jelek banget aplikasi nya sy mau kerja dan mau bikin skck udh datang ke Polsek katanya hrs registrasi online dulu di aplikasi ini dan baru aja mau login minta kode otp dari email ga muncul muncul sampe nunggu lama bangett dan nyoba di email lain gabisa jugaa emg ribett
472,Maulana Yusuf,1,2024-02-02 04:49:13,"Kacau, mau daftar verifikasi email tapi kodenya ngga masuk masuk"
473,༺Raden༻ Ka,2,2024-02-02 04:48:37,"Mau daftar aja setengah mati pak..pak. Biasa bikin skck paling 2jam selesai.ini jadi berhari² karena gak bisa daftar,kode ferifikasi yg gak kunjung datang.kecewa!!"
474,Safira Aqhsahra,1,2024-02-02 04:37:49,sudah masukkan email tapi kode verifikasi nya ga terkirim kirim ini gimna ya ga ada cara lain gitu selain pakaai Gmail?
475,Gupi Lucu,1,2024-02-02 04:27:25,"Kenapa susah kali mau daftar buat akun, setiap mau verifikasi kodenya salah terus. Tolong diperbaiki lagi :)"
476,Kedty Algensia,1,2024-02-02 04:15:24,"Gimana ini mau sign up nya aj susah bgt,"
477,Roby Hendra,1,2024-02-02 04:15:18,"Saya daftar akun sudah masukkan email dengan benar tapi gak email kodenyaaa, aplikasinya jelek bangettttt pekerja kurang bener inii bagian aplikasinyaaaa parah banget udh nunggu lama kode tak kunjung ada 🤬"
478,Ka. Weda,1,2024-02-02 03:54:08,"Mohon maaf banget nihhhh cuma mau bilang perbaiki gih sistemnya,,masa nunggu kode verifikasi 2jam trus pas dimasukin salah lagi wkwk buang"" waktu aja + malu""in pakek kata ""SUPER APP"" tapi fiturnya GAJELAS,,semoga cepet diperbaiki🙏😭"
479,Rizky Ramadhan,1,2024-02-02 03:48:53,gak jelas kode verifikasi ga masuk masuk
480,Rizal Fahmi,1,2024-02-02 03:39:49,Sangat kurang presisi untuk mendapatkan verifikasi pin yang lama melalui email untuk instansi skala nasional semacam polri
481,Sonia Novitasari,1,2024-02-02 02:53:52,Susahh kirim kode verifikasi ke emailnya Tolong di perbaiki karena kita butuh berkas untuk penunjang lamar pekerjaan Nyari kerjaan aja udh susah
482,Gunk Arta,1,2024-02-02 02:44:19,Mau daftar terus verifikasi lewat email susahnya minta ampun. Terjadi kesalahan terus. Apaan coba apk ni
483,Luqman Hidayat,1,2024-02-02 02:44:15,"Gak bisa daftar buat login pak, tidak muncul kode verifikasi, mohon di perbaiki"
484,CHAEL DAV,3,2024-02-02 02:22:57,Buat akun baru kok kode nya ga masuk ke email ya pdhl email nya udh bener mohon di benerin lgi apk nya pak
485,BLEUKEK AL RASTOES,1,2024-02-02 02:17:20,Nambah sulit .. Aplikasi tdk busa digunakan saat verifikasi . Buat apa online klw cetak masih di polres polsek . Gak sekalian aja bikin langsung gk ribet malah 🤑
486,Silvester Monte,1,2024-02-02 02:12:55,"Tolong di perbaiki app nya masak buat daftar aja susah code dak masuk ke email , kalo ribet kayak gini bagus kembali seperti dulu dak usah pakai aplikasi"
487,Ben P1 Channel,1,2024-02-02 02:07:40,"Gak Usah Bikin Aplikasi , Masa Ketimbang Daftar Aja OTP nya Delay Gak Karuan, Kalah Ama Aplikasi Pinjol ilegal"
488,MOCHAMAD GUNTUR,1,2024-02-02 02:03:01,Gak jelas minta kode verifikasi juga susahnya minta ampunn padahal udh bikin akun baru masih aja lama
489,Maula,1,2024-02-02 01:58:47,Ya ampun ini aplikasinya mau daftar akun buat bikin SKCK online aja ga bisa padahal sinyal wifi bagus notif email belum masuk sama sekali beda sekali aplikasi lain pas bikin akun notif email langsung masuk mohon diperbaiki lagi aplikasi biar sat set no lemot Terima kasih
490,Aji Setyawan,1,2024-02-02 01:49:22,"Buruk aplikasi nya, kode verifikasi ke email tidak langsung dikirim"
491,Muhammad Sofyan,1,2024-02-02 00:55:20,KODE VERIFIKASI LAMBAT KIRIMNYA BISA SAMPAI BERJAM JAM
492,Mohamad Setiawan,4,2024-02-02 00:16:04,"Daftarnya susah. Saya harus buat email baru agar bisa daftar. Untuk kerja luar negeri, di aplikasi tidak tercantum syarat permohonan dari perusahaan. Ternyata saat ambil harus ada."
493,Nuryanto Bagus,1,2024-02-01 23:59:48,Aplikasi tidak berguna. Verifikasi kode kok gak terkirim. Apk busuk
494,Kurnia Fadila,3,2024-02-01 22:59:18,Ini gimana ya mau daftar nunggu verifikasi gak bisa terus
495,Rendy Mhmmad,1,2024-02-01 22:55:25,"Apk GK jelas, di gunain GK bisa, GK membantu sama sekali"
496,Resvin Noor Ananda Sidiq,1,2024-02-01 22:52:13,"Mau daftar aja susah banget, kode verifikasi tidak masuk ke email padahal sudah bbrpa kali mencoba"
497,ilafi andik,1,2024-02-01 22:43:22,"Aplikasi gak jelas gak niat bikin aplikasi masak kirim kode verifikasi aja susah gak masuk"" untuk mendaftar ."
498,Rizki Naufal Hidayat,1,2024-02-01 15:45:31,"mau daftar saja harus kirim kode ke email udh dicoba beberapa kali malah ga masuk² kodenya,diperbaikin lgi dah"
499,Kamaludin,1,2024-02-01 14:40:17,"Untuk pertama kali oke dan sekarang ngirim otpnya ga bisa², pdhal sinyal bagus? Tolong dong di perbaiki lagi. Karna kan apk ini syarat utama bikin skck"
500,rezyes ruxca,1,2024-02-01 14:32:34,Nggak bisa daftar ke app
501,M Lukman Al Hakim,1,2024-02-01 14:20:15,Sngat tdk bermanfaat sm skali Udh download mlah gk bisa registrasi 🥱
502,Enak Aja,1,2024-02-01 13:42:21,Pengiriman otpnya lama sekali bisa 2 jam sendiri edan
503,Suhaimi 11,1,2024-02-01 13:38:09,"Pihak polres tidak mau pembayaran online karna ngurus klaim nya lama, tapi sudah terlanjur bayar"
504,Izat,1,2024-02-01 13:24:33,"Apk nya lemot banget, lebih nyaman pakek web cepet"
505,fachri akmal,1,2024-02-01 13:08:51,Error mulu.
506,Ikal Fauzi,1,2024-02-01 12:52:45,kok polda riau saya di jakarta ngk bisa pilihan lgi
507,Pingi Jozs,1,2024-02-01 12:51:54,"pengiriman kode aktivasi selalu telat sampai waktu habis, sehingga registrasi akun gagal terus"
508,Anwar Nastion,1,2024-02-01 12:51:13,Aplikasi ga fungsi.. Pemerintah maunya apa sih
509,Kagusd_ traga,1,2024-02-01 12:19:20,"Kode verifikasi saat daftar sangat lambat, yang dikirim ke email tidak bisa di masukan"
510,Marza Yulia Herdina,1,2024-02-01 11:58:12,"Beberapa kali saya coba verifikasi email, tapi tidak menerima kode verifikasinya. Udah coba dengan 2 akun email, tapi kenapa tetap tidak ada pesan email yg masuk ya. Huhu..."
511,Ardi Tahir,1,2024-02-01 11:35:40,Tolong dong diperbaiki apk nya. Mau daftar tapi susah bangett.. ulang2 minta kode lewat email tetap juga tdk ada masuk sm skli. Sdh berulang2 di coba sama saja. Sdh dicek spam pun tdk ada.
512,Abang sandi27,1,2024-02-01 11:05:59,"Malahan tidak di respon, pihak pelayanan masyarakat macam apa ini, bagus bicaranya saya tapi cara merespon tidak cepat, kurang percaya masyarakst dengan pihak aparat negara yang mengatas nama kan sebagai pelayanan masyarakat.👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻"
513,Rifal Syaputra,1,2024-02-01 09:55:11,"Kalau emg gabisa bikin aplikasi mending gausah dibikin yaaah, Pengiriman KOTE OTP aja gabisa cepet, lambat, udh minta kode OTP berkali² ttp gabisa. Jujur, ini aplikasi layanan paling buruk dr kepolisian RI."
514,Hambali Ali,1,2024-02-01 09:33:42,"Ini kenapa ya min Uda di coba berulang kali kode verifikasi pendaftaran email nya ga muncul"" dan ga masuk di email tolong atasi ini gimana saya mau daftar dan ngurus SKCK ."
515,Dani,5,2024-02-01 09:06:46,"Apknya membantu banget, mudah digunakan juga, Apk ringan jadi ga makan banyak memori rekomen banget"
516,Irpan limbong,1,2024-02-01 08:13:27,"Minta kode verifikasi saja lamaaaa. Giliran masuk, kita input malah dibilang salah kode. Aneh."
517,Rani Riwayanto,1,2024-02-01 07:47:36,"Kode otp tidak terkirim jadi ga bisa urus ini-itu secara online. Memang lebih baik offline saja kalo gitu, nda usah pake online-online-an segala. Chat dengan helpdesk presisi pun cuma dijawab kendala teknis yang mempengaruhi kode otp. Harusnya kan tanggap menghadapi masalah. Udah, umninstall aja ini aplikasi"
518,Fajar Ramadhan,5,2024-02-01 07:15:13,"Aplikasinya keren, Sangat membantu masyarakat sekali"
519,Billy Maringan Nugraha,1,2024-02-01 06:43:07,"Mohon aplikasinya diperbaiki lagi, mau bikin akun gak bisa"". Gak ada masuk sama sekali kode otp di email."
520,Suheri Hutasoit,4,2024-02-01 06:42:54,Semoga semakin baik aplikasinya
521,Naufal Saad Musyaffa,1,2024-02-01 05:30:42,Daftar perlu verifikasi email. Tapi mana gak ada email masuk apapun sudah ditunggu lama. Mau daftar aja gak bisa gimana mau menggunakan aplikasinya
522,Regita Pangaribuan,1,2024-02-01 04:37:50,"Serius dah, ribet pakai kali padahal hanya perpanjangan SKCK sdh itu pengisian aplikasinya bolak-balik disitu-situ aja. Pokoknya ribetttttttt pakai kaliiiiiii."
523,Hasita sita,1,2024-02-01 03:51:55,"Lelet, paling parahnya mw bikin skck udh pke beberapa email tetep aja ga bisa. Mw bikn dri poldanya aja disuruh download app nya, tpi app nya kayak gini"
524,Gilang Firdaus,1,2024-02-01 03:49:00,"Baru mau daftar akun ajah udah susah. Kode OTP verifikasi udah diminta berkali-kali ngga ada yg masuk. Udah gitu dokumen fisik masih perlu dibawa juga saat pengurusan. Proses jadi jauh memakan waktu, pemanfaatan teknologi nya bukan membantu malah meyulitkan"
525,Brygita Dina Ireyne Lumi,2,2024-02-01 03:26:48,Mohon verifikasi kode dikirim secepatnya pak/ibu polisi
526,Septiana Eka Saputri,1,2024-02-01 02:51:24,"DAFTAR AKUN BARU GABISA, RIBET BAT COK, LEBIH ENAK DI WEB NYA DARIPADA APPNYA, MANA CS NYA SLOW RESPON BAT, GA NGEBANTU APA², NI YG BUAT APKNYA MAU KU SANTET AJA APA GIMANA?? KALO GABISA BIKIN YG BERGUNA, TOLONG HAPUS AJA PIHAK PLAYSTORE, MERUGIKAN ORANG YG BUTUH, NGASIH HARAPAN PALSU EGE"
527,Ri Sa'idnur,1,2024-02-01 02:28:48,Verifikasi ulang kodenya lama banget broo... Udah ngulang 5x ga masuk masuk
528,Hadi Dulfikri,2,2024-02-01 02:27:32,OTP tidak masuk-masuk ke emakl
529,izza wildan ridhoni,1,2024-02-01 00:51:44,aplikasinya gak jalan
530,Robianto Dwi Cahya,1,2024-01-31 23:53:33,Susah amat dapetin otp
531,Andi Grozs,5,2024-01-31 15:08:48,Aplikasi yang bantu banget bisa buat memperpanjang SIM ngurus STNK fitur nya juga udah lumayan semoga lebih berguna lagi kedepannya
532,ANDRIAN PRASETYA SIMANJUNTAK,5,2024-01-31 14:30:57,respon aplikasi bagus dan mempermudah saya dalam hal pengurusan
533,Xaraavy S,5,2024-01-31 14:25:30,apknya mantap banget mempermudah buat pengurusan
534,Bima IP,1,2024-01-31 13:59:24,Hati2 ni apkasi gosting pembayaran onlime ditolak dk berlaku dipolres2 setempat. Candi sidoarjo bukti pembayaran online ditolak mereka punya norek sendiri. Lapor minta surat kuasa jika bukti pembayaran online ini sah jg tak ad respon diapk ini. Tolong bantuin pak
535,Dita ramadani,5,2024-01-31 13:32:00,aplikasi nya keren fitur nya ngk lelet mudah dibuka juga bagus deh
536,Ceha25 Rayy,5,2024-01-31 13:25:11,"aplikasinya mudah digunakan, fiturnya lengkap, sekarang kalau mau urus² surat gak perlu keluar rumah."
537,Danish Alfa,5,2024-01-31 12:51:28,Aplikasi ini membuat saya merasa nyaman Mudah digunakan dan simpel sangat recommended banget
538,Ginanjar Andy,1,2024-01-31 12:42:06,"Kerjanya ngapain ya, cuma minta kode otp 100x aja gk muncul"
539,Faaiz gamer,5,2024-01-31 12:17:54,"Memberika layanan yg bagus dan membantu sekali, lanjut hilirisasi digital Indonesia mantap"
540,Lukman 1007,5,2024-01-31 11:42:33,"Aplikasinya sangat membantu, dan gampang digunakan, bisa juga buat ngurus sim dan stnk, aplikasinya juga ga berat, recommend bgt pokoknya👍👍👍"
541,M Kurniadi,1,2024-01-31 11:40:51,sudah diulang ulang kenapa kode OTP gak muncul muncul dan udh nunggu lama sama saja gak bisa
542,Her 02,5,2024-01-31 11:38:15,Wah buat SKCK jadi lebih gampang
543,Tzar_hmada,5,2024-01-31 11:03:26,"Meberikan pelayanan digital yg lumayan bagus, lanjutkan hilirisasi digital Indonesia"
544,Jismi Hasya,5,2024-01-31 10:33:34,Alhamdulillah kamren udh bisa lancar..sangat memudahkan kita..trima ksh
545,nurhatifah serang,1,2024-01-31 10:28:57,"Mau nangis, tolong perbaiki 🥺😭 capek banget rasanya...nggak jelek jaringan, tapi harus berulang kali isi data"
546,Rifandi,5,2024-01-31 10:26:31,mantap memudahkan membuat SKCK onlin
547,Nazril jo,1,2024-01-31 09:58:56,Saya udah daftar online di presisi polri buat SKCK..tapi polres kami tidak kerja sama katanya dengan bank BRI..tolong dong min kembalikan uang kami yang udah terlanjur di transfer 30.000...kalau gak hapus dong list POLRES SIJUNJUNG Prov. Sumatera barat dari list pembuatan SKCK online biar gak banyak makan korban bukan soal uangnya tapi keprofesionalnya dan kesiapannya dalam sistem online yang merugikan masyrakat awam seperti kami..kemaren banyak yang daftar online untuk PPPK. terima kasih 🙏
548,Fariz Naufal,5,2024-01-31 09:54:16,Lumayan membantu untuk bayar surat tilang kagak usah jauh jauh tinggal pakek aplikasi ini ae mantap lah untuk developer nya ..😘😘
549,Sindy Antika,5,2024-01-31 09:47:06,aplikasi polri super app ini sangat membantu dan mudah juga untuk dipahami pokoknya bagus deh 👍👍👍
550,Agus Cakram,5,2024-01-31 09:36:54,Sangat membantu saya untuk melihat STNK
551,Laila Fitroh,2,2024-01-31 07:50:54,"Data yg diinputkan via online tidak terintegrasi dan tidak dilakukan pengecekan sama sekali oleh petugas. Pada saat pengisian Lampiran - Bukti Status Aktif Program JKN tidak diwajibkan, akan tetapi pada saat di loket SKCK wajib melampirkan JKN. Seharusnya petugas melakukan pengecekan kekonsistenan data dan persyaratan."
552,Hermawan SBS,5,2024-01-31 06:44:50,Luar biasa.... Aplikasinya
553,Riswandi Bae,1,2024-01-31 06:29:17,Tidak bisa mendaftar
554,Mardiana Sukma Ayu,1,2024-01-31 06:23:27,"Mohon maaf kak ini kenapa gabisa buat akun ya, mau daftar dari tadi pagi gabisa terus. Padahal alamat email, sama nomor telpon benar tapi ga pernah masuk kode verifikasi nya kak, minta tolong dibantu biar rating saya bisa naikkan, terimakasih 🙏"
555,Galih,1,2024-01-31 06:03:20,"Sama aja, online sama offline sama² di persulit.. Negara konoha emng keren👎"
556,Wildan Budiman,1,2024-01-31 05:08:15,Aplikasi berkali-kali gangguan ketika proses pengiriman pengisian data untuk verifikasi dan sampai sekarang belum bisa diverifikasi.
557,Lili Rusli,1,2024-01-31 03:46:18,"Kenapa susah buat dapat kiriman kode verifikasi pas bikin akun, udah ""Kirim Ulang"" terus tapi masih ga ada kode verifikasi masuk ke email"
558,Adi puspayoga,1,2024-01-31 03:19:26,"Aplikasi gak layak pakai, mau verifikasi email saja gak bisa, gak ada email masuk sama sekali"
559,Arsan,1,2024-01-31 01:48:47,"Inovasinya udah bagus yaitu mediasi masyarakat utk urusan administrasi via aplikasi. Tetapi pengembangan aplikasi masih belum baik karena fitur untuk registrasi akun khususnya verifikasi email tidak berfungsi, padahal sudah verifikasi jingga 3 kali. Mohon pengembangannya appsnya segera diperbaiki. Khusus registrasi akun kalau masih bermasalah, jangan dipublikasi dulu ke masyarakat🙏🙏🙏"
560,Nurul Anisa,1,2024-01-31 01:35:40,Susah mendapatkan kode OTP
561,Sans 1209,1,2024-01-31 01:33:26,"Tidak membantu, asik kesalahan server aja"
562,火Ryu,1,2024-01-30 23:58:03,CS nya tidur kah?
563,Heskia Yericho,1,2024-01-30 23:04:27,BERKALI2 MAU DAFTAR TAPI KODE OTP GK DIKIRIM2... KAYAK APA INI
564,Yugo Abi Muslim,5,2024-01-30 22:49:26,Kenapa sya daftar akun baru utk pembuatan skck tidak bisa menerima kode verifikasi ...?? Tolong utk lebih d tingkatkan lagi aplikasinya..terima kasih
565,Ronald Rudiansyah,1,2024-01-30 21:56:22,"Pengurusan di suruh lewat aplikasi, sementara aplikasi nya bobrok. Untuk daftar nya masukin no sama verifikasi email, diulang ulang berkali kali tetep kode verifikasi nya gak masuk"" . Udh ribet di tambah nyusahin"
566,Kipas Angin,5,2024-01-30 15:36:51,Aplikasinya sangat super membantu saya dalam mengetahui cara membuat SIM dan hal lainnya
567,Ummi Salamah,3,2024-01-30 14:35:39,"mau buat skck masuk buat daftar, verifikasinya susah banget. bolak balik verifikasi tetapi code verifikasi tdk terkirim2 di email."
568,Raditya,1,2024-01-30 14:29:31,"Anak tk yang buat ini aplikasinya, email nggk di kirim kirim, nggk bisa,bikin aplikasi maksa bikin, ada ya aplikasi rusak di play store"
569,Anwar 22,5,2024-01-30 14:27:22,"Aplikasi nya mudah, dn juga ringan gak banyak makan ruang, pemakaian simpel bisa urus lewat apk ini, rekomen bgt sih top"
570,Aldo Piaggio,1,2024-01-30 13:37:59,bkin skck aja ribet
571,Tion,5,2024-01-30 12:47:07,"satu apalikasi tp banyak fitur buat perpanjang sim tinggal pake aplikasi POLRI SUPER APP gak perlu repot"" ngantri tinggal klik beres"
572,Wardi Yati,5,2024-01-30 12:47:01,"Aplikasi yang membantu banget ,mudah digunakan dan gak berat dihp GK memakan memory"
573,Rian Saputra,5,2024-01-30 12:44:02,Apk yang sangat berguna bagi masyarakat tampilannya sederhana dan mudah dimengerti mempermudah pengaduan layanan bgi masyarakat
574,zulfikri cahyadi,1,2024-01-30 11:50:45,Gabisa dipakai
575,Astina Rahayu,5,2024-01-30 11:17:00,"Memudahkan kita kalau mau mengurus perpanjangan ktp atau mengesahkan stnk, membuat laporan kehilangan jg bisa. Aplikasinya ringan dan mudah digunakan. Verifikasinya jg mudah"
576,Nando Juliansyah,5,2024-01-30 10:43:10,Sangat memudahkan saya ketika mencari bantuan
577,Rendi Panglima,5,2024-01-30 10:03:02,Ini aplikasi yang bagus dan Terima kasih banget karena fitur lengkap di aplikasi ini
578,adunk rokhman,4,2024-01-30 09:15:22,Ok
579,Nayra Chanell,5,2024-01-30 08:26:25,Bagus
580,Saka Dewantoro,1,2024-01-30 07:50:19,Mau daftar nunggu kode verifikasi gak dapet2 aplikasi gak guna
581,Syamsu Alam,1,2024-01-30 07:42:02,"Untuk pengurusan SKCK online, TDK bisa. Tidak ada hasil. Mending urus langsung"
582,Pranata Galuci,1,2024-01-30 04:36:07,Tidak mendapatkan kode terus
583,Mel Yana,1,2024-01-30 04:02:13,"Pengajuan perpanjangan sim dari tanggal 28 desember sampai tanggal 30 januari baru ada info kalau ditolak krn foto, itupun ndk jelas krn apa, nanya di helpdesk nya jawabannya kemungkinan dari latar foto yg harus berlatar biru, di update lagi lah aplikasinya,kalau memang tdk sesuai ketentuan biar di awal lngsung di notice ndk sesuai, Biar ndk nunggu sebulanan hanya untuk dapat jawaban penolakan, dengan ending ndk bisa pengajuan perpanjangan karna sim sudah melewati masa berlaku efek lama ngurus"
584,mey kristina,1,2024-01-30 03:38:30,Gajelas
